Invoice Date,Invoice ID,Invoice Number,Invoice Status,Customer ID,Customer Name,Is Inclusive Tax,Due Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Template Name,Entity Discount Percent,SubTotal,Total,Balance,Adjustment,Adjustment Description,Expected Payment Date,Last Payment Date,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Entity Discount Amount,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Usage unit,Item Price,Product ID,Sales Order Number,Expense Reference ID,Recurrence Name,PayPal,Authorize.Net,Google Checkout,Payflow Pro,Stripe,Paytm,2Checkout,Braintree,Forte,WorldPay,Payments Pro,Square,WePay,Razorpay,GoCardless,Partial Payments,Billing Attention,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Attention,Shipping Address,Shipping Street2,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone Number,SKU,Project ID,Project Name,Round Off,Sales person,Subject,Primary Contact EmailID,Primary Contact Mobile,Primary Contact Phone,Estimate Number,Custom Charges,Shipping Bill#,Shipping Bill Date,Shipping Bill Total,PortCode,Account,Account Code,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type
2022-06-27,3262759000000133001,INV-000012,Closed,3262759000000097001,Thoum ,true,2022-06-27,,MVR,1.00,item_level,true,Compact,0.00,1594.34,1690.00,0.00,0.00,,,2022-08-06,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,GOLDEN SELLA Basmati Rice  4x10KG,,1,0.00,0.000,1056.60,pcs,1120.00,3262759000000085505,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1012121GST501,,,,,,,,,,,,,,,,,,,,0.00,,,,,9977177,,,,,,,Sales,,3262759000000076060,GST,6.00,63.40,ItemAmount
2022-06-27,3262759000000133001,INV-000012,Closed,3262759000000097001,Thoum ,true,2022-06-27,,MVR,1.00,item_level,true,Compact,0.00,1594.34,1690.00,0.00,0.00,,,2022-08-06,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,Milkshake Powder Vanilla,,2,0.00,0.000,358.49,pcs,190.00,3262759000000090019,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1012121GST501,,,,,,,,,,,,,,,,,,,,0.00,,,,,9977177,,,,,,,Sales,,3262759000000076060,GST,6.00,21.51,ItemAmount
2022-06-27,3262759000000133001,INV-000012,Closed,3262759000000097001,Thoum ,true,2022-06-27,,MVR,1.00,item_level,true,Compact,0.00,1594.34,1690.00,0.00,0.00,,,2022-08-06,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,Instant Pearl Jelly (Plastic) 1Kg,,1,0.00,0.000,179.25,pcs,190.00,3262759000000090001,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1012121GST501,,,,,,,,,,,,,,,,,,,,0.00,,,,,9977177,,,,,,,Sales,,3262759000000076060,GST,6.00,10.75,ItemAmount
2022-06-28,3262759000000136014,INV-000013,Closed,3262759000000136001,Sifco,true,2022-06-28,,MVR,1.00,item_level,true,Compact,0.00,1122.64,1190.00,0.00,0.00,,,2022-06-28,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,ALUMINIUM FOIL BOX 83185,,1,0.00,0.000,1122.64,pcs,1190.00,3262759000000094005,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1017685GST501,,,,,,,,,,,,,,,,,,,,,0.00,,,,,3322603,,,,,,,Sales,,3262759000000076060,GST,6.00,67.36,ItemAmount
2022-06-28,3262759000000141001,INV-000014,Closed,3262759000000140001,Alpha Mart Mart ,true,2022-06-28,,MVR,1.00,item_level,true,Compact,0.00,547.18,580.00,0.00,0.00,,,2022-06-28,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,"10"" SLAT BOARD HOOK STEEL",,20,0.00,0.000,226.42,pcs,12.00,3262759000000085037,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,13.58,ItemAmount
2022-06-28,3262759000000141001,INV-000014,Closed,3262759000000140001,Alpha Mart Mart ,true,2022-06-28,,MVR,1.00,item_level,true,Compact,0.00,547.18,580.00,0.00,0.00,,,2022-06-28,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,"NET HOOK 10"" STEEL",,20,0.00,0.000,226.42,pcs,12.00,3262759000000085073,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,13.58,ItemAmount
2022-06-28,3262759000000141001,INV-000014,Closed,3262759000000140001,Alpha Mart Mart ,true,2022-06-28,,MVR,1.00,item_level,true,Compact,0.00,547.18,580.00,0.00,0.00,,,2022-06-28,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,"6"" SLAT BOARD HOOK STEEL",,10,0.00,0.000,94.34,pcs,10.00,3262759000000085028,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,5.66,ItemAmount
2022-06-28,3262759000000144001,INV-000015,Closed,3262759000000142001,Bluebrid Pvt Ltd ,true,2022-06-28,,MVR,1.00,item_level,true,Compact,0.00,2735.85,2900.00,0.00,0.00,,,2022-06-28,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,RD 33 4 LAYERS STEEL RACK 1200X450X2000MM,,1,0.00,0.000,2735.85,pcs,2900.00,3262759000000085118,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000883GST501,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,164.15,ItemAmount
2022-06-28,3262759000000148001,INV-000016,Closed,3262759000000097001,Thoum ,true,2022-06-28,,MVR,1.00,item_level,true,Compact,0.00,358.49,380.00,0.00,0.00,,,2022-08-06,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,Milkshake Powder Blueberry,,2,0.00,0.000,358.49,pcs,190.00,3262759000000090037,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1012121GST501,,,,,,,,,,,,,,,,,,,,0.00,,,,,9977177,,,,,,,Sales,,3262759000000076060,GST,6.00,21.51,ItemAmount
2022-06-28,3262759000000150001,INV-000017,Closed,3262759000000151053,Rio Maldives,true,2022-06-28,,MVR,1.00,item_level,true,Compact,0.00,1027.36,1089.00,0.00,0.00,,,2022-06-29,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,Delivery Bag Large,,1,0.00,0.000,1027.36,pcs,1089.00,3262759000000089217,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,61.64,ItemAmount
2022-06-29,3262759000000155003,INV-000018,Closed,3262759000000152053,Cino Cafe 1006790GST502 ,true,2022-06-29,,MVR,1.00,item_level,true,Compact,0.00,5613.21,5950.00,0.00,0.00,,,2022-06-29,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,Aluminum Foil Box 8368 With Lid 680Ml 1 x 900pcs UAE,,5,0.00,0.000,5613.21,pcs,1190.00,3262759000000085460,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,336.79,ItemAmount
2022-06-29,3262759000000163001,INV-000019,Closed,3262759000000078001,Sales,true,2022-06-29,,MVR,1.00,item_level,true,Compact,0.00,121.70,129.00,0.00,0.00,,,2022-06-29,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,2oz sauce container with lid 1x50pcsx20pkt,,100,0.00,0.000,121.70,pcs,1.29,3262759000000085325,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,7.30,ItemAmount
2022-06-29,3262759000000165001,INV-000020,Closed,3262759000000078001,Sales,true,2022-06-29,,MVR,1.00,item_level,true,Compact,0.00,188.68,200.00,0.00,0.00,,,2022-06-29,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,"NET HOOK 6"" STEEL",,20,0.00,0.000,188.68,pcs,10.00,3262759000000085064,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,11.32,ItemAmount
2022-06-29,3262759000000167001,INV-000021,Closed,3262759000000165015,Ellie's Cuisine,true,2022-06-29,,MVR,1.00,item_level,true,Compact,0.00,1122.64,1190.00,0.00,0.00,,,2022-06-29,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,Aluminum Foil Box 8368 With Lid 680Ml 1 x 900pcs UAE,,1,0.00,0.000,1122.64,pcs,1190.00,3262759000000085460,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,67.36,ItemAmount
2022-06-29,3262759000000166045,INV-000022,Closed,3262759000000116001,Sales ,true,2022-06-29,,MVR,1.00,item_level,true,Compact,0.00,283.02,300.00,0.00,0.00,,,2022-06-29,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,"10"" SLAT BOARD HOOK STEEL",,25,0.00,0.000,283.02,pcs,12.00,3262759000000085037,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,16.98,ItemAmount
2022-06-30,3262759000000177005,INV-000023,Closed,3262759000000078001,Sales,true,2022-06-30,,MVR,1.00,item_level,true,Compact,0.00,1330.19,1465.00,0.00,0.00,,,2022-06-30,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,55.00,,,,,,SLAT BOARD 4X8FT 15MM 11 ALU,,1,0.00,0.000,1122.64,pcs,1190.00,3262759000000085289,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,67.36,ItemAmount
2022-06-30,3262759000000177005,INV-000023,Closed,3262759000000078001,Sales,true,2022-06-30,,MVR,1.00,item_level,true,Compact,0.00,1330.19,1465.00,0.00,0.00,,,2022-06-30,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,55.00,,,,,,"10"" SLAT BOARD HOOK STEEL",,10,0.00,0.000,113.21,pcs,12.00,3262759000000085037,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,6.79,ItemAmount
2022-06-30,3262759000000177005,INV-000023,Closed,3262759000000078001,Sales,true,2022-06-30,,MVR,1.00,item_level,true,Compact,0.00,1330.19,1465.00,0.00,0.00,,,2022-06-30,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,55.00,,,,,,"6"" SLAT BOARD HOOK STEEL",,10,0.00,0.000,94.34,pcs,10.00,3262759000000085028,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,5.66,ItemAmount
2022-06-30,3262759000000177025,INV-000024,Closed,3262759000000182001,1O1 Gadgets.,true,2022-06-30,,MVR,1.00,item_level,true,Compact,0.00,320.76,340.00,0.00,0.00,,,2022-06-30,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,"10"" SLAT BOARD HOOK STEEL",,20,0.00,0.000,226.42,pcs,12.00,3262759000000085037,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,13.58,ItemAmount
2022-06-30,3262759000000177025,INV-000024,Closed,3262759000000182001,1O1 Gadgets.,true,2022-06-30,,MVR,1.00,item_level,true,Compact,0.00,320.76,340.00,0.00,0.00,,,2022-06-30,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,"6"" SLAT BOARD HOOK STEEL",,10,0.00,0.000,94.34,pcs,10.00,3262759000000085028,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,5.66,ItemAmount
2022-06-30,3262759000000182015,INV-000025,Closed,3262759000000177043,Maher pro,true,2022-06-30,,MVR,1.00,item_level,true,Compact,0.00,3188.68,3380.00,0.00,0.00,,,2022-06-30,0,Due on Receipt,Thank you for your business.,"Please transfer payments to 

Bank of Maldives MVR Account
Account number :7701137359001 
Name: Mohamed R Hussain

State bank of India MVR Account
Account name: MRH Investment Pvt Ltd
Account number: 12608912520202

Confirm goods before transportation.
Goods are non refundable.",0.0,0.00,,,,,,SLAT BOARD 4X8FT 15MM 11 ALU,,2,0.00,0.000,2245.28,pcs,1190.00,3262759000000085289,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,Sales,,3262759000000076060,GST,6.00,134.72,ItemAmount
