Created Time,Last Modified Time,Display Name,Company Name,Salutation,First Name,Last Name,Phone,Currency Code,Notes,Website,Status,Opening Balance,Exchange Rate,Bank Account Payment,Credit Limit,Customer Sub Type,Billing Attention,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Attention,Shipping Address,Shipping Street2,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Phone,Shipping Fax,Skype Identity,Facebook,Twitter,Department,Designation,Price List,Payment Terms,Payment Terms Label,Tax Type,Last Sync Time,Owner Name,Primary Contact ID,EmailID,MobilePhone,Contact ID,Contact Name,Contact Type,Taxable,Tax Name,Tax Percentage,Contact Address ID,Source,CF.TIN Number:
2022-07-17 10:16:15,2022-07-17 10:16:59,Fun Enterprises Private Limited,Fun Enterprises Private Limited,,Fun Enterprises Private Limited ,Fun Enterprises Private Limited,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000339043,,,3262759000000339041,Fun Enterprises Private Limited,customer,true,,,3262759000000339041,,1053853GST501
2022-07-17 11:47:06,2022-08-04 20:23:53,Maldives Transport and Contracting Company Plc,,,,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,MTCC Rentals,,,,,,,,,,,,,,,0,Due on Receipt,,,,,,,3262759000000347105,Maldives Transport and Contracting Company Plc,customer,true,,,3262759000000347105,user,1002762GST501
2022-07-17 13:44:12,2023-02-09 16:53:42,Hissa Plaza R-1,Hissa Plaza R-1,,Hissa Plaza R-1 ,Hissa Plaza R-1,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000351019,,,3262759000000351017,Hissa Plaza R-1,customer,true,,,3262759000000351017,,1058301GST501
2022-07-17 18:37:42,2022-07-17 18:38:10,Minime,Minime,,Minime,Minime,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000341059,,,3262759000000341057,Minime,customer,true,,,3262759000000341057,,1004283GST501 
2022-07-18 10:59:28,2022-07-18 11:00:43,M7 Book STORE,M7 Book STORE,,M7 Book STORE ,M7 Book STORE,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000341073,,,3262759000000341071,M7 Book STORE,customer,true,,,3262759000000341071,,1002426GST501
2022-07-18 17:09:54,2022-07-18 17:15:26,Center pearl ,Center pearl ,,Center pearl ,Center pearl ,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000355003,,,3262759000000355001,Center pearl ,customer,true,,,3262759000000355001,,
2022-07-18 17:18:54,2022-07-18 17:20:11,Rorma Plus ,Rorma Plus ,,Rorma Plus ,Rorma Plus ,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000352173,,,3262759000000352171,Rorma Plus ,customer,true,,,3262759000000352171,,
2022-07-19 11:34:20,2023-01-12 10:55:00,ARNSH /k07,ARNSH /k07,, ARNSH /k07,ARNSH /k07,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000367003,,,3262759000000367001,ARNSH /k07,customer,true,,,3262759000000367001,,
2022-07-19 15:40:48,2023-03-18 14:34:46,Galliano,Galliano,,Galliano,Galliano,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000368003,,,3262759000000368001,Galliano,customer,true,,,3262759000000368001,,
2022-07-19 16:33:46,2022-07-19 16:34:25,ALL BLUE PRIVATE LIMTED,ALL BLUE PRIVATE LIMTED,,ALL BLUE PRIVATE LIMTED,ALL BLUE PRIVATE LIMTED,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000372003,,,3262759000000372001,ALL BLUE PRIVATE LIMTED,customer,true,,,3262759000000372001,,1140847GST501
2022-07-20 15:26:54,2023-02-08 15:42:44,OFI MART,OFI MART,,OFI MART,OFI MART,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000368106,,,3262759000000368104,OFI MART,customer,true,,,3262759000000368104,,1064646GST501
2022-07-20 15:31:34,2023-07-20 11:27:56,EPAZOTE RESTAURANT,EPAZOTE RESTAURANT,,EPAZOTE RESTAURANT ,EPAZOTE RESTAURANT,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000365043,,,3262759000000365041,EPAZOTE RESTAURANT,customer,true,,,3262759000000365041,,1020572GST502
2022-07-20 17:03:18,2023-06-27 11:09:50,Ehkala Packaging,Ehkala Packaging,,Ehkala Packaging ,Ehkala Packaging,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000378027,,,3262759000000378025,Ehkala Packaging,customer,true,,,3262759000000378025,,1087906GST501
2022-07-21 09:39:06,2023-05-04 14:18:01,Buzuru Pvt Ltd,Buzuru Pvt Ltd,,Buzuru Pvt Ltd ,Buzuru Pvt Ltd,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000369664,,,3262759000000369662,Buzuru Pvt Ltd,customer,true,,,3262759000000369662,,1001852GST501
2022-07-21 11:17:43,2022-07-21 11:17:43,Unique Grocery Mart,Unique Grocery Mart,,Unique Grocery Mart,Unique Grocery Mart,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000367116,,,3262759000000367114,Unique Grocery Mart,customer,true,,,3262759000000367114,,1063878GST501 
2022-07-21 16:25:08,2022-07-21 16:25:51, speedy home solutions Pvt ltd, speedy home solutions Pvt ltd,, speedy home solutions Pvt ltd, speedy home solutions Pvt ltd,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000388003,,,3262759000000388001, speedy home solutions Pvt ltd,customer,true,,,3262759000000388001,,
2022-07-23 20:03:52,2023-07-17 10:53:38,Celec Shop,,,,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,,,,3262759000000412001,Celec Shop,customer,true,,,3262759000000412001,,1004731GST501
2022-07-24 10:01:24,2022-07-24 10:03:39,Selema Mart,Selema Mart ,,Selema Mart,Selema Mart,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000405065,,,3262759000000405063,Selema Mart,customer,true,,,3262759000000405063,,1039487GST501
2022-07-24 10:14:02,2022-07-24 10:18:11,Spectrum,Spectrum,,Spectrum,Spectrum,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000409081,,,3262759000000409079,Spectrum,customer,true,,,3262759000000409079,,1112315GST501
2022-07-24 14:16:50,2022-07-24 14:16:50,Atoll. Cargo,Atoll. Cargo,,Atoll. Cargo,Atoll. Cargo,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000416003,,,3262759000000416001,Atoll. Cargo,customer,true,,,3262759000000416001,,1055120GST501
2022-07-24 16:29:51,2022-07-26 17:26:52,"D.B.I Maldives Pvt Ltd M.Bird Line,","D.B.I Maldives Pvt Ltd M.Bird Line,",,"D.B.I Maldives Pvt Ltd M.Bird Line,","D.B.I Maldives Pvt Ltd M.Bird Line,",,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000405079,,,3262759000000405077,"D.B.I Maldives Pvt Ltd M.Bird Line,",customer,true,,,3262759000000405077,,1019765GST001
2022-07-25 17:11:49,2023-04-10 17:06:42,SPACE,SPACE,,SPACE,SPACE,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000401107,,,3262759000000401105,SPACE,customer,true,,,3262759000000401105,,1001900GST501
2022-07-25 18:20:48,2022-11-26 16:40:20,Cino Cafe,Cino Cafe,,Cino Cafe ,Cino Cafe,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000406115,,,3262759000000406113,Cino Cafe,customer,true,,,3262759000000406113,,1006790GST502
2022-07-25 18:27:45,2023-05-08 16:15:32,THEDHUI,THEDHUI,,THEDHUI,THEDHUI,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000408263,,,3262759000000408261,THEDHUI,customer,true,,,3262759000000408261,,1071718GST501
2022-07-25 18:32:30,2022-12-01 15:37:15,YOUR CHOICE,YOUR CHOICE,,YOUR CHOICE,YOUR CHOICE,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000416017,,,3262759000000416015,YOUR CHOICE,customer,true,,,3262759000000416015,,1100579GST501
2022-07-25 19:03:53,2023-02-09 16:49:16,HG SUPERMART,HG SUPERMART,,HG SUPERMART,HG SUPERMART,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000411227,,,3262759000000411225,HG SUPERMART,customer,true,,,3262759000000411225,,1096985GST501
2022-07-26 13:51:40,2023-07-25 15:09:13,Fathaha Star PVT LTD,Fathaha Star PVT LTD,,Fathaha Star PVT LTD ,Fathaha Star PVT LTD,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000421003,,,3262759000000421001,Fathaha Star PVT LTD,customer,true,,,3262759000000421001,,1098106GST501
2022-07-27 09:27:06,2023-06-27 11:04:06,Vizit Mart,Vizit Mart,,Vizit Mart ,Vizit Mart,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000449003,,,3262759000000449001,Vizit Mart,customer,true,,,3262759000000449001,,1131478GST501
2022-07-27 09:39:45,2022-07-27 09:51:35,728 sale F12,728 sale F12,,728 sale F12,728 sale F12,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000452003,,,3262759000000452001,728 sale F12,customer,true,,,3262759000000452001,,
2022-07-27 14:32:45,2022-07-27 14:33:50,Di.options,Di.options,,Di.options,Di.options,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000455003,,,3262759000000455001,Di.options,customer,true,,,3262759000000455001,,1009257GST501
2022-07-28 10:46:40,2023-07-06 13:41:51,Dobiz Pvt ltd,Dobiz Pvt ltd,,Dobiz Pvt ltd,Dobiz Pvt ltd,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000469051,,,3262759000000469049,Dobiz Pvt ltd,customer,true,,,3262759000000469049,,1002529GST501
2022-07-28 15:34:45,2022-08-09 19:19:05,Celec Shop ,Celec Shop ,,Celec Shop ,Celec Shop ,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000465011,,,3262759000000465009,Celec Shop ,customer,true,,,3262759000000465009,,1004731GST501
2022-07-28 16:57:21,2022-07-28 16:57:57,Hmf Maldives Pvt Ltd ,Hmf Maldives Pvt Ltd ,,Hmf Maldives Pvt Ltd ,Hmf Maldives Pvt Ltd ,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000471131,,,3262759000000471129,Hmf Maldives Pvt Ltd ,customer,true,,,3262759000000471129,,1005895GST501
2022-07-30 09:38:17,2023-05-08 10:56:54,Amore the island cafe ,Amore the island cafe ,,"Amore the island cafe
",Amore the island cafe ,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,"Golden Rose Dhoani, K. Guraidhoo Direct Ferry",,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000471171,,,3262759000000471169,Amore the island cafe ,customer,true,,,3262759000000471169,,1063612GST501
2022-07-30 09:49:59,2022-07-30 09:50:37,Abdullah Brothers Mart,Abdullah Brothers Mart,,Abdullah Brothers Mart,Abdullah Brothers Mart,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000479019,,,3262759000000479017,Abdullah Brothers Mart,customer,true,,,3262759000000479017,,1072806GST501
2022-07-31 11:50:40,2022-07-31 11:50:40,Shaheed,,,,Cabal Said. Har,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000479039,,,3262759000000479037,Shaheed,customer,true,,,3262759000000479037,,
2022-08-01 09:51:50,2023-07-25 09:56:03,DOLphin view cafe,DOLphin view cafe,,DOLphin view cafe,DOLphin view cafe,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000471335,,,3262759000000471333,DOLphin view cafe,customer,true,,,3262759000000471333,,1002229GST501
2022-08-01 10:48:53,2022-08-01 10:50:17,LEO TRADING PVT LTD,LEO TRADING PVT LTD,,LEO TRADING PVT LTD,LEO TRADING PVT LTD,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000477127,,,3262759000000477125,LEO TRADING PVT LTD,customer,true,,,3262759000000477125,,
2022-08-01 15:10:13,2022-08-01 15:10:13,D Blue Pvt Ltd,D Blue Pvt Ltd,,"D Blue Pvt Ltd
",D Blue Pvt Ltd,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000465357,,,3262759000000465355,D Blue Pvt Ltd,customer,true,,,3262759000000465355,,1000519GST501
2022-08-02 11:26:39,2022-11-30 10:35:18,Thoum,Thoum,,Thoum,Thoum ,,MVR,,,Inactive,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000496003,,,3262759000000496001,Thoum,customer,true,,,3262759000000496001,,
2022-08-03 09:32:00,2023-02-08 16:09:53,J.H.L STOREJHL/S-2 NAZAEXPRESS,J.H.L STORE,,"J.H.L STORE
",J.H.L STORE,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000494099,,,3262759000000494097,J.H.L STOREJHL/S-2 NAZAEXPRESS,customer,true,,,3262759000000494097,,"
1044790GST501"
2022-08-03 15:20:10,2022-08-03 15:21:00,Skycrest Private Lmt,Skycrest Private Lmt,,Skycrest Private Lmt,Skycrest Private Lmt,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000523003,,,3262759000000523001,Skycrest Private Lmt,customer,true,,,3262759000000523001,,1103340GST501
2022-08-04 11:47:05,2023-05-15 10:13:14,Food Bank,Food Bank,,Food Bank ,Food Bank,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000000546003,,,3262759000000546001,Food Bank,customer,true,,,3262759000000546001,,1020106GST501
