Item ID,Item Name,SKU,Description,Rate,Account,Account Code,Tax Name,Tax Percentage,Tax Type,Purchase Tax Name,Purchase Tax Percentage,Purchase Tax Type,Product Type,Source,Reference ID,Last Sync Time,Status,Usage unit,Purchase Rate,Purchase Account,Purchase Account Code,Purchase Description,Inventory Account,Inventory Account Code,Reorder Point,Vendor,Opening Stock,Opening Stock Value,Stock On Hand,Item Type,Is Combo Product,CF.pcs/case,CF.wholesale price,CF.tags
4085998000000173068,Aluminium Foil Box 3 compartment 1pcs,3377,,MVR 3.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2.179069,Cost of Goods Sold,,,Inventory Asset,,600,,3516,MVR 11.00,1590,Inventory,false,,,#counted
4085998000000173093,RD8A BLACK SINGLE RACK 350*900*1950MM STEEL,,,MVR 1950.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1103.97,Cost of Goods Sold,,,Inventory Asset,,10,,39,MVR 1103.97,6,Inventory,false,,,"#china-rack, #counted"
4085998000000173118,MART RACK STEEL 1.8M 6 TIER Double,,,MVR 2397.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1111.48,Cost of Goods Sold,,,Inventory Asset,,40,,27,MVR 1111.48,13,Inventory,false,,,"#china-rack, #counted"
4085998000000173143,Office Rack Large,,,MVR 2250.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1119.24,Cost of Goods Sold,,,Inventory Asset,,5,,12,MVR 1119.24,12,Inventory,false,,,"#china-rack, #counted"
4085998000000173168,GAS FRYER SINGLE,,,MVR 2199.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1138.02,Cost of Goods Sold,,,Inventory Asset,,400,,2,MVR 1138.02,2,Inventory,false,,,
4085998000000173193,BLOCKBOARD 1220x2440x18mm GLOSSY DOUBLE SIDE LAMINATE,,,MVR 625.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 596.00,Cost of Goods Sold,,,Inventory Asset,,400,,74,MVR 12.00,68,Inventory,false,,,#counted
4085998000000173218,"Hook Slat White Double 6""",,,MVR 25.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 12.00,Cost of Goods Sold,,,Inventory Asset,,400,,400,MVR 12.00,400,Inventory,false,,,"#china-rack, #counted"
4085998000000173243,Tool Box Small X1,,,MVR 25.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 12.50,Cost of Goods Sold,,,Inventory Asset,,10,,203,MVR 12.50,203,Inventory,false,,,#counted
4085998000000173268,WOODEN DOOR 30x77 INCH,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1200.00,Cost of Goods Sold,,,Inventory Asset,,10,,,,0,Inventory,false,,,
4085998000000173277,WOODEN DOOR  30x82 INCH,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1200.00,Cost of Goods Sold,,,Inventory Asset,,10,,,,0,Inventory,false,,,
4085998000000173286,WOODEN DOOR 24x82 INCH,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1200.00,Cost of Goods Sold,,,Inventory Asset,,10,,8,MVR 1200.00,8,Inventory,false,,,
4085998000000173311,WOODEN DOOR 30x82 INCH,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1200.00,Cost of Goods Sold,,,Inventory Asset,,10,,39,MVR 1200.00,39,Inventory,false,,,
4085998000000173336,WOODEN DOOR 32x82 INCH,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1200.00,Cost of Goods Sold,,,Inventory Asset,,10,,41,MVR 1200.00,41,Inventory,false,,,
4085998000000173361,CH 33 4 LAYERS STEEL RACK 1200X450X2000MM,,,MVR 2650.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1217.80,Cost of Goods Sold,,,Inventory Asset,,4,,6,MVR 1217.80,5,Inventory,false,,,"#china-rack, #counted"
4085998000000173386,Tube Stand,,,MVR 900.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 400.00,Cost of Goods Sold,,,Inventory Asset,,5,,6,MVR 12224.00,6,Inventory,false,,,
4085998000000173411,Shelf 3Ft With Clip,,,MVR 250.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 125.00,Cost of Goods Sold,,,Inventory Asset,,50,,,,0,Inventory,false,,,
4085998000000173420,DOOR 30X82,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1392.00,Cost of Goods Sold,,,Inventory Asset,,400,,1,MVR 1392.00,1,Inventory,false,,,
4085998000000173445,DOOR 30X77,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1392.00,Cost of Goods Sold,,,Inventory Asset,,400,,3,MVR 1392.00,3,Inventory,false,,,
4085998000000173470,DOOR 30X78,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1392.00,Cost of Goods Sold,,,Inventory Asset,,400,,4,MVR 1392.00,4,Inventory,false,,,
4085998000000173495,DOOR 24X82,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1392.00,Cost of Goods Sold,,,Inventory Asset,,400,,14,MVR 1392.00,14,Inventory,false,,,
4085998000000173520,DOOR 32X82,,,MVR 1550.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1392.00,Cost of Goods Sold,,,Inventory Asset,,400,,43,MVR 1392.00,43,Inventory,false,,,
4085998000000173545,GLASS LG TUMBER LARGE 105014,,,MVR 14.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 7.01,Cost of Goods Sold,,,Inventory Asset,,400,,254,MVR 14.00,254,Inventory,false,,,
4085998000000173570,RD8A BLACK DOUBLE RACK 350*900*1550MM STEEL,,,MVR 2900.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1403.69,Cost of Goods Sold,,,Inventory Asset,,10,,56,MVR 1403.69,16,Inventory,false,,,"#china-rack, #counted"
4085998000000173595,Tile 2X1  19060101,,,MVR 32.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 15.00,Cost of Goods Sold,,,Inventory Asset,,10,,132,MVR 15.00,132,Inventory,false,,,
4085998000000173620,TILE 2X1  HT602,,,MVR 32.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 15.00,Cost of Goods Sold,,,Inventory Asset,,10,,132,MVR 15.00,132,Inventory,false,,,
4085998000000173645,TILE 2X1  TC063183,,,MVR 32.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 15.00,Cost of Goods Sold,,,Inventory Asset,,10,,384,MVR 15.00,384,Inventory,false,,,
4085998000000173670,Tile 2X1  3615,,,MVR 32.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 15.00,Cost of Goods Sold,,,Inventory Asset,,10,,472,MVR 15.00,472,Inventory,false,,,
4085998000000173695,OPP TAPE (BROWN 48MM X90Y 1X96 ROLL,,,MVR 26.04,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 15.72,Cost of Goods Sold,,,Inventory Asset,,400,,6,MVR 15.72,6,Inventory,false,,,
4085998000000173720,CHARCOAL 10KG,,,MVR 349.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 162.425,Cost of Goods Sold,,,Inventory Asset,,10,,,,0,Inventory,false,,,
4085998000000173729,3 TIRE UTILITY SHELF  VC-0003,,,MVR 330.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 163.03,Cost of Goods Sold,,,Inventory Asset,,400,,2,MVR 163.03,2,Inventory,false,,,
4085998000000173754,MACA ROOT POWDER EXTRACT,,,MVR 35.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 17.00,Cost of Goods Sold,,,Inventory Asset,,400,,2,MVR 17.00,2,Inventory,false,,,
4085998000000173779,Tahini 1X18Kg,,,MVR 3699.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1749.00,Cost of Goods Sold,,,Inventory Asset,,1,,3,MVR 1749.00,3,Inventory,false,,,
4085998000000173804,Rack Basket,,,MVR 350.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 175.00,Cost of Goods Sold,,,Inventory Asset,,10,,9,MVR 175.00,2,Inventory,false,,,#china-rack
4085998000000173829,20MMX30M FLEXIBLE CONDUIT-BLACK,,,MVR 220.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 177.66,Cost of Goods Sold,,,Inventory Asset,,400,,78,MVR 177.06,78,Inventory,false,,,
4085998000000173854,CH 33 4 LAYER STEEL RACK 1800X600X2000MM,,,MVR 3800.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1858.90,Cost of Goods Sold,,,Inventory Asset,,4,,,,-1,Inventory,false,,,#china-rack
4085998000000173863,Electric Griddle,,,MVR 4200.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1940.00,Cost of Goods Sold,,,Inventory Asset,,5,,2,MVR 1940.00,2,Inventory,false,,,
4085998000000173888,Plastic Bottle 303,,,MVR 8.59,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 4.30,Cost of Goods Sold,,,Inventory Asset,,50,,,,0,Inventory,false,,,
4085998000000173897,Arc ladder 4 Step,,,MVR 999.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 450.00,Cost of Goods Sold,,,Inventory Asset,,,,2,MVR 2.00,2,Inventory,false,,,
4085998000000173922,Plastic Container Sq350 Square,,,MVR 4.30,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2.02,Cost of Goods Sold,,,Inventory Asset,,2000,,,,0,Inventory,false,,,#counted
4085998000000173931,Aluminium Foil Box 2 compartments 8582 1pcs,8582,890ml,MVR 3.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 1.90,Cost of Goods Sold,,,Inventory Asset,,600,,20275,MVR 2.124886,20225,Inventory,false,,,#counted
4085998000000173956,Aluminium Foil Box 83185 1pcs,83185,,MVR 3.50,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2.40,Cost of Goods Sold,,,Inventory Asset,,400,Dubai Supply,12058,MVR 2.40,12058,Inventory,false,,,#counted
4085998000000173981,"Cake board round 6""",,,MVR 5.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2.70,Cost of Goods Sold,,,Inventory Asset,,50,,,,-12,Inventory,false,,,
4085998000000173990,Plastic Container R1000B,,,MVR 6.20,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2.94,Cost of Goods Sold,,,Inventory Asset,,2000,,499,MVR 2.94,455,Inventory,false,,,#counted
4085998000000174015,"Hook Slat White 10""",,,MVR 25.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 10.00,Cost of Goods Sold,,,Inventory Asset,,400,,,,0,Inventory,false,,,"#china-rack, #counted"
4085998000000174024,Hanger Slipper Y Style W115,,,MVR 6.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2.16,Cost of Goods Sold,,,Inventory Asset,,400,,640,MVR 200.00,640,Inventory,false,,,#counted
4085998000000174049,SHOPPING BASKET DOUBLE Pole,,,MVR 400.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 204.82,Cost of Goods Sold,,,Inventory Asset,,400,,88,MVR 204.82,86,Inventory,false,,,#counted
4085998000000174074,Cheese dip premix powder 1x1kg,,,MVR 400.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 209.05,Cost of Goods Sold,,,Inventory Asset,,5,,20,MVR 209.05,20,Inventory,false,,,
4085998000000174099,Dustpan 001,,,MVR 21.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 10.00,Cost of Goods Sold,,,Inventory Asset,,400,,185,MVR 21.00,185,Inventory,false,,,
4085998000000174124,Sloted Bar(Single),,,MVR 70.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 21.57,Cost of Goods Sold,,,Inventory Asset,,20,,221,MVR 21.57,197,Inventory,false,,,"#china-rack, #counted"
4085998000000174149,Aluminium Foil Box 8342 1pcs,8342,430ml,MVR 1.70,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 0.876276,Cost of Goods Sold,,,Inventory Asset,,8000,,60376,MVR 22.00,53326,Inventory,false,,,#counted
4085998000000174174,Aluminium Foil Embossed 75Sqftx30Cm 1 X 12Roll,,,MVR 45.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 22.50,Cost of Goods Sold,,,Inventory Asset,,10,,1,MVR 22.50,1,Inventory,false,,,#counted
4085998000000174199,PANINO PRESS MACHINE,,,MVR 4399.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2276.30,Cost of Goods Sold,,,Inventory Asset,,400,,2,MVR 2276.30,2,Inventory,false,,,
4085998000000174224,STORAGE SHELF 001,,,MVR 2350.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 1066.00,Cost of Goods Sold,,,Inventory Asset,,400,,10,MVR 2350.00,10,Inventory,false,,,#counted
4085998000000174249,Cash Counter 1.8m/4ft,,,MVR 5900.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2741.00,Cost of Goods Sold,,,Inventory Asset,,,,,,0,Inventory,false,,,
4085998000000174258,Tape,,,MVR 25.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 15.00,Cost of Goods Sold,,,Inventory Asset,,,,,,-37,Inventory,false,,,
4085998000000174267,Produkt Coffee Stirrer,,,MVR 59.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 25.00,Cost of Goods Sold,,,Inventory Asset,,,,17,MVR 25.00,1,Inventory,false,,,#counted
4085998000000174292,BLACK FILMFACED PLYWOOD 12MM,,,MVR 390.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 253.00,Cost of Goods Sold,,,Inventory Asset,,400,,36,MVR 253.00,36,Inventory,false,,,#counted
4085998000000174317,Bamboo Stick,,,MVR 55.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 26.00,Cost of Goods Sold,,,Inventory Asset,,5,,,,0,Inventory,false,,,
4085998000000174326,Pillow with Cover,,,MVR 65.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 27.00,Cost of Goods Sold,,,Inventory Asset,,400,,,,0,Inventory,false,,,
4085998000000174335,Sloted Bar(Double),,,MVR 90.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 27.00,Cost of Goods Sold,,,Inventory Asset,,20,,48,MVR 27.00,48,Inventory,false,,,"#china-rack, #counted"
4085998000000174360,GAS GRIDDLE,,,MVR 5299.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 2731.50,Cost of Goods Sold,,,Inventory Asset,,400,,,,0,Inventory,false,,,
4085998000000174369,METAL WIRE STAND L900XW300X1800MM,,,MVR 650.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 285.44,Cost of Goods Sold,,,Inventory Asset,,10,,14,MVR 285.44,9,Inventory,false,,,
4085998000000174394,Bed sheet Single,,,MVR 65.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 29.00,Cost of Goods Sold,,,Inventory Asset,,400,,405,MVR 29.00,404,Inventory,false,,,
4085998000000174419,Aluminium Foil Roll 45CM 2.25KG 1X6pcs,,,MVR 290.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 208.90,Cost of Goods Sold,,,Inventory Asset,,400,,1,MVR 290.00,1,Inventory,false,,,#counted
4085998000000174444,25MMX30M FLEXIBLE CONDUIT-BLACK,,,MVR 450.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 299.04,Cost of Goods Sold,,,Inventory Asset,,400,,76,MVR 299.04,76,Inventory,false,,,
4085998000000174469,Plastic Bottle 201,,,MVR 15.80,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3.29,Cost of Goods Sold,,,Inventory Asset,,50,,,,0,Inventory,false,,,
4085998000000174478,"Cake board round 8""",,,MVR 6.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3.38,Cost of Goods Sold,,,Inventory Asset,,50,,7,MVR 3.38,7,Inventory,false,,,
4085998000000174503,Plastic Bottle 202,,,MVR 6.92,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3.46,Cost of Goods Sold,,,Inventory Asset,,50,,72,MVR 3.46,72,Inventory,false,,,
4085998000000174528,Aluminium Foil Box 83120 1pcs,83120,,MVR 3.50,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3.50,Cost of Goods Sold,,,Inventory Asset,,400,,200,MVR 3.50,200,Inventory,false,,,#counted
4085998000000174553,Plastic Bottle 306,,,MVR 7.47,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3.74,Cost of Goods Sold,,,Inventory Asset,,50,,,,0,Inventory,false,,,
4085998000000174562,Plastic Bottle 506,,,MVR 7.59,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3.79,Cost of Goods Sold,,,Inventory Asset,,50,,,,0,Inventory,false,,,
4085998000000174571,"Hook Net 6""",,,MVR 10.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3.83,Cost of Goods Sold,,,Inventory Asset,,400,,3895,MVR 3.83,3855,Inventory,false,,,"#china-rack, #counted"
4085998000000174596,Sumac Dried Powder 1X1Kg,,,MVR 649.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 307.00,Cost of Goods Sold,,,Inventory Asset,,3,,3,MVR 307.00,3,Inventory,false,,,
4085998000000174621,GOLDEN SELLA Basmati Rice  4x10KG,,,MVR 320.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 312.00,Cost of Goods Sold,,,Inventory Asset,,20,,,,0,Inventory,false,,,
4085998000000174630,Popping Oil Scc 5Kg,,,MVR 650.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 320.00,Cost of Goods Sold,,,Inventory Asset,,2,,4,MVR 320.00,4,Inventory,false,,,
4085998000000174655,NET 1550X900MM,,,MVR 350.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,,MVR 61.00,Cost of Goods Sold,,,Inventory Asset,,400,,56,MVR 350.00,53,Inventory,false,,,
4085998000000174680,Popcorn Machine,,,MVR 6200.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 3610.00,Cost of Goods Sold,,,Inventory Asset,,2,,1,MVR 3610.00,1,Inventory,false,,,
4085998000000174705,STAINLESS STEEL BASKET BOTTOM,,,MVR 750.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 379.34,Cost of Goods Sold,,,Inventory Asset,,400,,13,MVR 379.34,13,Inventory,false,,,
4085998000000174730,Instant Pearl Jelly (Plastic) 1Kg,,,MVR 70.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 38.00,Cost of Goods Sold,,,Inventory Asset,,5,,,,0,Inventory,false,,,
4085998000000174739,MATTRESS 9 CM,,,MVR 600.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 321.50,Cost of Goods Sold,,,Inventory Asset,,30,,30,MVR 380.9335,30,Inventory,false,,,
4085998000000174764,"Hook Mesh 10""",,,MVR 12.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 5.00,Cost of Goods Sold,,,Inventory Asset,,400,,338,MVR 4.00,288,Inventory,false,,,"#china-rack, #counted"
4085998000000174789,"Hook Mesh 6""",,,MVR 10.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 4.00,Cost of Goods Sold,,,Inventory Asset,,10,,3188,MVR 4.00,3188,Inventory,false,,,"#china-rack, #counted"
4085998000000174814,"Hook Slat 6""",,,MVR 10.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 4.21,Cost of Goods Sold,,,Inventory Asset,,400,,3146,MVR 4.21,3096,Inventory,false,,,"#china-rack, #counted"
4085998000000174839,Plastic Bottle 404,,,MVR 8.59,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 4.30,Cost of Goods Sold,,,Inventory Asset,,50,,,,0,Inventory,false,,,
4085998000000174848,Plastic Bottle 602,,,MVR 8.59,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 4.30,Cost of Goods Sold,,,Inventory Asset,,50,,,,0,Inventory,false,,,
4085998000000174857,"Hook Net 10""",,,MVR 12.00,Sales,,GST,8.00,ItemAmount,,,,goods,2,,,Active,pcs,MVR 4.30,Cost of Goods Sold,,,Inventory Asset,,400,,3690,MVR 4.30,3605,Inventory,false,,,"#china-rack, #counted"
